"num_pagto_nob";"Nº do Pagamento Formatado";"RazaoSocialCredorPagamento";"Data do Pagamento";"val_pagto_nob";"Pagamento_Efetivado";"val_GCV";"Objeto";"num_empenho";"num_codigo_exec"
"2130100012000023749";"21301.0001.20.0002374-9";"MASTER COMERCIO DE ARTIGOS ESPORTIVOS E ELETRONICOS LIMITADA";"28/10/2020 00:00:00";"17551,00";"Sim";"";"Pagto da nota fiscal nº307, AFM 21.600.00202/2019 - PROC.069.1469.2019.0002870-01 (bolas)";"2130100011900028181";"2019.3.21.21301.217.5793.500044.5"
"2130100012000002660";"21301.0001.20.0000266-0";"TRINCA ESPORTES LTDA";"03/03/2020 00:00:00";"9073,22";"Sim";"";"Pagto da nota fiscal nº5742, AFM 21.600.00203/2019 - PROC.069.1469.2019.0002861-11 (coletes)";"2130100011900028221";"2019.3.21.21301.217.5793.500044.5"
"1840100011700055127";"18401.0001.17.0005512-7";"KOHLER IMPLEMENTOS AGRICOLAS LTDA";"29/08/2017 00:00:00";"50414,81";"Sim";"";"Pgto parcial aquisição de 50 arados e 50 grades implementos agrícolas, diversas NFs, ct 070/2017";"1840100011700029671";"2017.3.18.18401.206.1399.500029.5"
"1840100011700055119";"18401.0001.17.0005511-9";"KOHLER IMPLEMENTOS AGRICOLAS LTDA";"29/08/2017 00:00:00";"31414,81";"Sim";"";"Pgto parcial aquisição de 50 arados e 50 grades implementos agrícolas, diversas NFs, ct 070/2017";"1840100011700029696";"2017.3.18.18401.206.1399.500029.5"
"1840100011700055135";"18401.0001.17.0005513-5";"KOHLER IMPLEMENTOS AGRICOLAS LTDA";"29/08/2017 00:00:00";"50414,81";"Sim";"";"Pgto parcial aquisição de 50 arados e 50 grades implementos agrícolas, diversas NFs, ct 070/2017";"1840100011700029661";"2017.3.18.18401.206.1399.500029.5"
"1840100011700040936";"18401.0001.17.0004093-6";"CNH INDUSTRIAL BRASIL LTDA.";"12/07/2017 00:00:00";"90000,00";"Sim";"";"Aquisição de 60 tratores agrícolas, ct 089/2017, diversas NFs";"1840100011700027601";"2017.3.18.18401.206.1399.500029.5"
"1840100011700040944";"18401.0001.17.0004094-4";"CNH INDUSTRIAL BRASIL LTDA.";"12/07/2017 00:00:00";"98000,00";"Sim";"";"Aquisição de 60 tratores agrícolas, ct 089/2017, diversas NFs";"1840100011700027685";"2017.3.18.18401.206.1399.500029.5"
"1840100011800012148";"18401.0001.18.0001214-8";"CHIUMENTO E CIA LTDA EPP";"06/03/2018 00:00:00";"19355,55";"Sim";"";"Pgto parcial referente a compra de carreta tanque agrícola c/ capacidade p/ 4000 litros, ct 90/17, NFs 784,785,787,789 e 790";"1840100011700028304";"2017.3.18.18401.206.1399.500029.5"
"1840100011700075519";"18401.0001.17.0007551-9";"CHIUMENTO E CIA LTDA EPP";"07/11/2017 00:00:00";"8000,00";"Sim";"";"Pgto parcial compra de carreta agricola em madeira de lei, NF 763";"1840100011700030678";"2017.3.18.18401.206.1399.500029.5"
"1960100012500133051";"19601.0001.25.0013305-1";"SANTA CASA DE MISERICORDIA DE CRUZ DAS ALMAS";"11/12/2025 00:00:00";"503509,00";"Sim";"";"EMENDA ESTADUAL N° 3006 - CRUZ DAS ALMAS - GERENCIAMENTO HOSPITALAR E AMBULATORIAL";"1960100012500113047";"2025.3.19.19601.435.2875.500112.5"
"1960100032300137156";"19601.0003.23.0013715-6";"DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA ME";"06/11/2023 00:00:00";"42240,00";"Sim";"";"Processo 019.4975.2022.0032151-58 (documentos) anexo 019.15565.2022.0087797-01 (indeferimento), NF 16.536, AFM 190/2022, aquisição de conjunto odontologia, composto de cadeira, equipo, refletor, unidade de água, sugador e mocho. Cumprindo Emendas Estaduais Impositivas 2022.";"1960100032200020844";"2022.3.19.19601.313.5607.500047.5"
"1960100032200082010";"19601.0003.22.0008201-0";"DENT-FLEX INDUSTRIA E COMERCIO LTDA - EPP";"29/07/2022 00:00:00";"10010,00";"Sim";"";"Despesa com aquisição de ARTICULADOR, odontologico, conforme AFM nº 431/2022, Emenda Parlamentar 500047, processo
019.4975.2022.0063902-79.NF 12115.";"1960100032200041949";"2022.3.19.19601.313.5607.500047.5"
"1960100032300137164";"19601.0003.23.0013716-4";"BAHIA SECRETARIA DA FAZENDA";"06/11/2023 00:00:00";"3510,00";"Sim";"";"Processo 019.4975.2022.0032151-58 (documentos) anexo 019.15565.2022.0087797-01 (indeferimento), NF 16.536, AFM 190/2022, aquisição de conjunto odontologia, composto de cadeira, equipo, refletor, unidade de água, sugador e mocho. Cumprindo Emendas Estaduais Impositivas 2022.";"1960100032200020844";"2022.3.19.19601.313.5607.500047.5"
"1960100032300137172";"19601.0003.23.0013717-2";"BAHIA SECRETARIA DA FAZENDA";"06/11/2023 00:00:00";"29250,00";"Sim";"";"Processo 019.4975.2022.0032151-58 (documentos) anexo 019.15565.2022.0087797-01 (indeferimento), NF 16.536, AFM 190/2022, aquisição de conjunto odontologia, composto de cadeira, equipo, refletor, unidade de água, sugador e mocho. Cumprindo Emendas Estaduais Impositivas 2022.";"1960100032200020844";"2022.3.19.19601.313.5607.500047.5"
"1960100032200114249";"19601.0003.22.0011424-9";"OKEY-MED DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES ODONTOLOGICOS IMPORTACOES E EXPORTACOES LTDA";"30/09/2022 00:00:00";"20499,96";"Sim";"";"Aquisição de cama hospitalar simples, estrutura em tubos quadrados de aço, conforme AFM nº 00690/2022, NF 056.642 - Processo nº 019.4975.2022.0118953-08.";"1960100032200064868";"2022.3.19.19601.313.5607.500047.5"
"1960100032300066501";"19601.0003.23.0006650-1";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"05/06/2023 00:00:00";"376,61";"Sim";"";"Processo 019.4975.2022.0185277-89, NF 1.509, AFM 1100/2022, aquisição de MOCHO, uso oftalmológico.";"1960100032200104029";"2022.3.19.19601.313.5607.500047.5"
"1960100032200135467";"19601.0003.22.0013546-7";"EXPOGONDOLAS INDUSTRIA E COMERCIO DE MOVEIS DE ACO EIRELI";"30/11/2022 00:00:00";"10850,00";"Sim";"";"Aquisição de armário vitrine, uso hospitalar, NF n° 1173 , AFM 362/2022, processo 019.4975.2022.0063892-62.";"1960100032200037151";"2022.3.19.19601.313.5607.500047.5"
"1960100032200137931";"19601.0003.22.0013793-1";"DENTAL ALTA MOGIANA - COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA.";"07/12/2022 00:00:00";"35600,00";"Sim";"";"Despesa com aquisição de CADEIRA, odontologica, conforme AFM nº 725/2022, NF 14441, processo 019.4975.2022.0123351-28.";"1960100032200068383";"2022.3.19.19601.313.5607.500047.5"
"1840100012300084722";"18401.0001.23.0008472-2";"CNH INDUSTRIAL BRASIL LTDA.";"15/12/2023 00:00:00";"31463,63";"Sim";"";"Pgt parcial ref aquisição de 01 trator Nf 417004 Ct 74/2023 região 7200 sei 035.7379.2023.0019721-23";"1840100012300075533";"2023.3.18.18401.304.1399.500098.5"
"1160100012500001107";"11601.0001.25.0000110-7";"Secretaria da Educação";"19/05/2025 00:00:00";"20000,00";"Sim";"";"EMENDA PARLAMENTAR - DEPUTADA OLIVIA SANTANA - COL. EST. ABILIO CESAR BORGES, SALVADOR, NTE 26 -
EQUIPAMENTOS OU MOBILIÁRIOS.011.5614.2025.0049320-46";"1160100012500002029";"2025.3.11.11601.425.3363.500108.5"
"1160100012500002790";"11601.0001.25.0000279-0";"Secretaria da Educação";"01/07/2025 00:00:00";"100000,00";"Sim";"";"Emenda Parlamentar Deputada Olivia Santana, para atender o colégio Estadual Rotary/NTE26, processo SEI 011.5614.2025.0058310-65.";"1160100012500003807";"2025.3.11.11601.425.3363.500108.5"
"1840100012400035661";"18401.0001.24.0003566-1";"MGS BRASIL DISTRIBUIDORA EIRELI";"18/06/2024 00:00:00";"313814,25";"Sim";"";"Pgt ref aquisição 225 plantadeiras Nf 11710 Ct 94/2024 T. 56 sei 035.7379.2024.0009479-24";"1840100012400033330";"2024.3.18.18401.417.1399.500104.5"
"1840100012400041599";"18401.0001.24.0004159-9";"CNH INDUSTRIAL BRASIL LTDA.";"09/07/2024 00:00:00";"645454,52";"Sim";"";"Pgt ref aquisição 04 tratores Nf 447447 a 447450 Ct 29/2024 T. 69 sei 035.7379.2024.0010495-04";"1840100012400037867";"2024.3.18.18401.417.1399.500104.5"
"1840100012400052231";"18401.0001.24.0005223-1";"JSL INDUSTRIA E IMPORTS LTDA";"16/08/2024 00:00:00";"9600,00";"Sim";"";"Pgt parcial ref aquisição de 02 casa de farinha móveis Nf 50 Ct 117/2024 T. 69 sei 035.7379.2024.0013713-17";"1840100012400047315";"2024.3.18.18401.417.1399.500104.5"
"1960100032200108583";"19601.0003.22.0010858-3";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"20/09/2022 00:00:00";"822000,00";"Sim";"";"Processo 019.4975.2022.0084057-11, NFs 2.587 / 2.585 / 2.536 / 2.531 / 2.596 / 2.595 / 2.591 / 2.588, AFM 577/2022, aquisição de
veículos, tipo furgão, CT 054/2022.";"1960100032200052339";"2022.3.19.19601.313.1099.500095.5"
"1960100032200114133";"19601.0003.22.0011413-3";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"30/09/2022 00:00:00";"18000,00";"Sim";"";"Aquisição de VEICULO, tipo furgão, CT 054/2022, AFM 577/2022 NF'S 2.594, 2.578, 2.577, 2.575, 2.574, 2.586 e outras. processo 019.4975.2022.0084057-11.";"1960100032200052339";"2022.3.19.19601.313.1099.500095.5"
"1960100032400120290";"19601.0003.24.0012029-0";"DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA ME";"26/08/2024 00:00:00";"1139,67";"Sim";"";"Despesa com aquisição de FOTOPOLIMERIZADOR, conforme AFM nº 253/2024, NFS: 17774 E 18412 , processo 019.4975.2024.0036129-49.";"1960100032400022424";"2024.3.19.19601.436.5607.500106.5"
"1960100032400030941";"19601.0003.24.0003094-1";"NORDESTE MEDICAL REPRESENT IMP EXP DE PROD HOSPITA";"18/03/2024 00:00:00";"3772,93";"Sim";"";"Aquisição de DESFIBRILADOR externo, portátil, de acesso público, conforme AFM nº: 19.004.00096/2024, NF 3817.
Proc SEI nº:019.4975.2024.0014211-86.";"1960100032400008601";"2024.3.19.19601.436.5607.500106.5"
"1960100032400030968";"19601.0003.24.0003096-8";"NORDESTE MEDICAL REPRESENT IMP EXP DE PROD HOSPITA";"18/03/2024 00:00:00";"14008,41";"Sim";"";"Aquisição de DESFIBRILADOR externo, portátil, de acesso público, conforme AFM nº: 19.004.00096/2024, NF 3817.
Proc SEI nº:019.4975.2024.0014211-86.";"1960100032400009606";"2024.3.19.19601.436.5607.500106.5"
"1960100032400030933";"19601.0003.24.0003093-3";"BAHIA SECRETARIA DA FAZENDA";"18/03/2024 00:00:00";"896,54";"Sim";"";"Aquisição de DESFIBRILADOR externo, portátil, de acesso público, conforme AFM nº: 19.004.00096/2024, NF 3817.
Proc SEI nº:019.4975.2024.0014211-86.";"1960100032400008601";"2024.3.19.19601.436.5607.500106.5"
"1960100032400091592";"19601.0003.24.0009159-2";"BAHIA SECRETARIA DA FAZENDA";"09/07/2024 00:00:00";"1782,00";"Sim";"";"Despesa com aquisição de ARMÁRIO, vitrine, conforme AFM nº 303/2024, NF 1377 , processo 019.4975.2024.0049917-22.";"1960100032400027477";"2024.3.19.19601.436.5607.500106.5"
"1960100032400097140";"19601.0003.24.0009714-0";"Destak Distribuidora de Produtos e Equipamentos Hospitalares LTDA";"12/07/2024 00:00:00";"3960,00";"Sim";"";"Aquisição de ARMÁRIO vitrine de uso hospitalar, conforme AFM nº: 19.004.00235/2024, NFS: 1332 E 1376.
Proc SEI nº: 019.4975.2024.0035705-02";"1960100032400020375";"2024.3.19.19601.436.5607.500106.5"
"1960100032400091584";"19601.0003.24.0009158-4";"Destak Distribuidora de Produtos e Equipamentos Hospitalares LTDA";"09/07/2024 00:00:00";"858,00";"Sim";"";"Despesa com aquisição de ARMÁRIO, vitrine, conforme AFM nº 303/2024, NF 1377 , processo 019.4975.2024.0049917-22.";"1960100032400027477";"2024.3.19.19601.436.5607.500106.5"
"1960100032400182377";"19601.0003.24.0018237-7";"Destak Distribuidora de Produtos e Equipamentos Hospitalares LTDA";"06/12/2024 00:00:00";"1320,00";"Sim";"";"Despesa com aquisição de ARMÁRIO, vitrine, conforme AFM nº 303/2024, NF 1512 , processo 019.4975.2024.0049917-22";"1960100032400027477";"2024.3.19.19601.436.5607.500106.5"
"1960100032400165693";"19601.0003.24.0016569-3";"ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA";"11/11/2024 00:00:00";"8495,94";"Sim";"";"Processo 019.15565.2024.0115034-11, NF 4262, AFM 659/2024, aquisição de eletrocardiógrafo, portátil, 3 canais, digital. Emenda
Parlamentar Estadual.";"1960100032400061586";"2024.3.19.19601.436.5607.500106.5"
"1960100032400132760";"19601.0003.24.0013276-0";"MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAME";"13/09/2024 00:00:00";"770,00";"Sim";"";"Processo 019.4975.2024.0102742-80, NF 53453 e 53452, AFM 645/2024, aquisição de armário médio, com 2 portas e 2 prateleiras internas. Emendas Estaduais Impositivas 2024.";"1960100032400058674";"2024.3.19.19601.436.5607.500106.5"
"1960100032500027793";"19601.0003.25.0002779-3";"CIRURGICA IZAMED LTDA";"14/03/2025 00:00:00";"4783,75";"Sim";"";"Despesa com aquisição de DESTILADOR e SELADORA, conforme AFM nº 443/2024, processo 019.5050.2023.0168706-29. NF 7121.
IR 17009.";"1960100032400040309";"2024.3.19.19601.436.5607.500106.5"
"1960100032400117834";"19601.0003.24.0011783-4";"CMED DISTRIBUIDORA LTDA";"19/08/2024 00:00:00";"2850,00";"Sim";"";"Aquisição de dermatoscópio modelo bolso. Conforme AFM nº 00217/2024, NF (s) 2517, 2518, 2519, 2520, 2521, 2522, 2523, 2524, 2525, 2526, 2527, 2528, 2529 e 2530 - Processo nº 019.4975.2024.0035727-18.";"1960100032400018923";"2024.3.19.19601.436.5607.500106.5"
"1960100032400174668";"19601.0003.24.0017466-8";"OLIDEF CZ IND.E COM.DE APARELHOS HOSPITALARES LTDA";"27/11/2024 00:00:00";"26987,75";"Sim";"";"Despesa com aquisição de INCUBADORA, conforme AFM nº 621/2024, NF 30499 ,30672 e 30731.Processo 019.4975.2024.0102750-90";"1960100032400056949";"2024.3.19.19601.436.5607.500106.5"
"1960100032400122994";"19601.0003.24.0012299-4";"COMERCIO DE MATERIAIS MEDICOS HOPITALARES MACROSUL LTDA";"29/08/2024 00:00:00";"10078,92";"Sim";"";"Despesa com aquisição de OXIMETRO, de pulso, conforme AFM nº 19.004.00660/2024, NF 150333, processo 019.5050.2023.0168138
-20. E 019.4975.2023.0167567-31.";"1960100032400060881";"2024.3.19.19601.436.5607.500106.5"
"1960100032400120703";"19601.0003.24.0012070-3";"COMERCIO DE MATERIAIS MEDICOS HOPITALARES MACROSUL LTDA";"26/08/2024 00:00:00";"1359,37";"Sim";"";"AQUISIÇÃO DE OFTALMOSCÓPIO DIRETO, CONFORME AFM Nº 19.004.00624/2024, NF 149710, PROC SEI Nº
019.4975.2024.0102747- 94.";"1960100032400057449";"2024.3.19.19601.436.5607.500106.5"
"1960100032400074507";"19601.0003.24.0007450-7";"COMERCIO DE MATERIAIS MEDICOS HOPITALARES MACROSUL LTDA";"11/06/2024 00:00:00";"11920,00";"Sim";"";"Processo 019.4975.2024.0035787-41, AFM 256/2024, NF 147.960, aquisição de oxímetro";"1960100032400021568";"2024.3.19.19601.436.5607.500106.5"
"1960100032400171766";"19601.0003.24.0017176-6";"OLIDEF CZ IND.E COM.DE APARELHOS HOSPITALARES LTDA";"22/11/2024 00:00:00";"29333,52";"Sim";"";"Processo 019.4975.2024.0156692-23, NF 30735, AFM 888/2024, aquisição de incubadora de transporte com controle microprocessado, portátil, com rodízios e freios, com altura ajustável.";"1960100032400079132";"2024.3.19.19601.436.5607.500106.5"
"1960100032400067942";"19601.0003.24.0006794-2";"LIDER DISTRIBUIDORA DE MOVEIS E EQUIPAMENTOS";"28/05/2024 00:00:00";"1740,00";"Sim";"";"Aquisição de Cadeira para coleta de sangue conforme afm n° 245/2024, NF 1279 , processo sei n° 019.4975.2024.0035734-39.";"1960100032400020588";"2024.3.19.19601.436.5607.500106.5"
"1960100032400082887";"19601.0003.24.0008288-7";"LIDER DISTRIBUIDORA DE MOVEIS E EQUIPAMENTOS";"21/06/2024 00:00:00";"9540,00";"Sim";"";"Aquisição de mesa hospitalar para exame ginecológico com gabinete em madeira. Conforme AFM nº 00236/2024, NF 001.289 -
Processo nº 019.4975.2024.0035781-55.";"1960100032400020103";"2024.3.19.19601.436.5607.500106.5"
"1960100032400142618";"19601.0003.24.0014261-8";"ATIVA LICITACOES EMPREENDIMENTOS COMERCIAIS LTDA";"02/10/2024 00:00:00";"2420,00";"Sim";"";"Despesa com aquisição de REFRIGERADOR, conforme AFM nº 19.004.00628/2024, NFS: 1576 E 1577.
processo 019.4975.2024.0102748-75";"1960100032400058135";"2024.3.19.19601.436.5607.500106.5"
"1960100032400084571";"19601.0003.24.0008457-1";"PIETRA ODONTO IMPORTAÇÃO E DISTRIBUIDORA LTDA";"26/06/2024 00:00:00";"1200,00";"Sim";"";"Aquisição de Amalgamador uso odonto conforme afm n° 415/2024, NF 3232 , processo sei n° 019.5050.2023.0185447-37";"1960100032400034635";"2024.3.19.19601.436.5607.500106.5"
"1960100032400130571";"19601.0003.24.0013057-1";"MARCOS RIBEIRO E CIA LTDA";"09/09/2024 00:00:00";"980,00";"Sim";"";"Despesa com aquisição de BALANCA, antropometrica, conforme AFM nº 19.004.00601/2024, NF 74287;
Processo: 019.4975.2024.0102749-56.";"1960100032400054431";"2024.3.19.19601.436.5607.500106.5"
"1960100032400057122";"19601.0003.24.0005712-2";"MARCOS RIBEIRO E CIA LTDA";"06/05/2024 00:00:00";"2247,00";"Sim";"";"Despesa com aquisição de BALANCA, digital pediatrica, conforme AFM nº 228/2024, NF nº 72343 , processo 019.4975.2024.0035711-42.";"1960100032400018559";"2024.3.19.19601.436.5607.500106.5"
"1960100032400115084";"19601.0003.24.0011508-4";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"13/08/2024 00:00:00";"1620,00";"Sim";"";"Processo 019.4975.2024.0019677-31(documentos) anexo 019.15565.2024.0070796-26 (indeferimento de prazo), NFs 1854, 1877 e 1862, AFM 169/2024, aquisição de mesa de cabeceira e refeição hospitalar, acoplada.";"1960100032400014014";"2024.3.19.19601.436.5607.500106.5"
"1960100032400137606";"19601.0003.24.0013760-6";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"23/09/2024 00:00:00";"368,00";"Sim";"";"Despesa com aquisição de NEGATOSCOPIO, conforme AFM nº 19.004.00604/2024, NFS: 1914 E 1915, processo 019.4975.2024.0102721-55.";"1960100032400054628";"2024.3.19.19601.436.5607.500106.5"
"1960100032400132930";"19601.0003.24.0013293-0";"MARCOS RIBEIRO E CIA LTDA";"13/09/2024 00:00:00";"749,00";"Sim";"";"Despesa com aquisição de BALANCA, digital pediatrica, conforme AFM nº 19.004.00650/2024, NF 74436, processo 19.4975.2024.0102744-41.";"1960100032400059670";"2024.3.19.19601.436.5607.500106.5"
"1960100032400103991";"19601.0003.24.0010399-1";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"25/07/2024 00:00:00";"540,00";"Sim";"";"Despesa com aquisição de MESA de cabeceira e refeição, conforme AFM nº 622/2024, NF 1855, processo 019.4975.2024.0102728-21";"1960100032400056851";"2024.3.19.19601.436.5607.500106.5"
"1960100032400053860";"19601.0003.24.0005386-0";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"29/04/2024 00:00:00";"1104,00";"Sim";"";"Despesa com aquisição de NEGATOSCOPIO, conforme AFM nº 233/2024, Emenda Parlamentar 500112, NF 1755, processo 019.4975.2024.0036134-14.";"1960100032400019687";"2024.3.19.19601.436.5607.500106.5"
"1960100032400180447";"19601.0003.24.0018044-7";"MICROTECNICA INFORMATICA LTDA";"05/12/2024 00:00:00";"13911,60";"Sim";"";"Despesa com aquisição de TELEVISOR, Smart Tv, 43, conforme
AFM 19.004.00894/2024, NF 4639,
processo 019.4975.2024.0133471-13.";"1960100032400079337";"2024.3.19.19601.436.5607.500106.5"
"1960100032400056193";"19601.0003.24.0005619-3";"MEDPEJ EQUIPAMNETOS- MEDICOS LTDA";"03/05/2024 00:00:00";"2340,00";"Sim";"";"Despesa com aquisição de FOCO, auxiliar, clinico, conforme AFM nº 225/2024, NF 99234, processo 019.4975.2024.0035910-97";"1960100032400019393";"2024.3.19.19601.436.5607.500106.5"
"1960100032400116358";"19601.0003.24.0011635-8";"ORTHEC INDUSTRIA E COMERCIO DE PRODUTOS ORTOPÉDICOS LTDA";"14/08/2024 00:00:00";"10678,96";"Sim";"";"Despesa com aquisição de Cadeiras de Rodas Adulto e Infantil, conforme AFM nº 578/2024, NFS: 6494 E 6526, 
processo 019.5050.2023.0168286-90";"1960100032400053605";"2024.3.19.19601.436.5607.500106.5"
"1960100032400134666";"19601.0003.24.0013466-6";"ULTRA EMPREENDIMENTOS COMERCIAIS LTDA";"16/09/2024 00:00:00";"309,90";"Sim";"";"Despesa com aquisição de MESA, hospitalar auxiliar, conforme AFM nº 19.004.00614/2024, NF 418 , processo 019.4975.2024.0102746-11";"1960100032400054962";"2024.3.19.19601.436.5607.500106.5"
"1960100032400055405";"19601.0003.24.0005540-5";"F.I. COMERCIO EM GERAL LTDA";"02/05/2024 00:00:00";"4553,70";"Sim";"";"Aquisição de CONDICIONADOR, de ar, split hi Wall, 9.000 BTUS, NF 13443,
AFM nº 19.004.00341/2024- processo SEI 019.4975.2024.0051357-49";"1960100032400029429";"2024.3.19.19601.436.5607.500106.5"
"1960100032400086191";"19601.0003.24.0008619-1";"DISTRIBUIDORA MEDICO HOSPITALAR HOSPIMETAL LTDA";"27/06/2024 00:00:00";"857,14";"Sim";"";"Processo 019.4975.2024.0020739-21, NFs 1132 e 1133, AFM 153/2024, aquisição de poltrona hospitalar, reclinável, em courvim, cor preta.";"1960100032400012208";"2024.3.19.19601.436.5607.500106.5"
"1960100032400183993";"19601.0003.24.0018399-3";"DATEN TECNOLOGIA LTDA";"11/12/2024 00:00:00";"6493,71";"Sim";"";"Despesa com aquisição de MICROCOMPUTADOR BASICO, SFF COM MONITOR, conforme AFM nº 929/2024, NFS: NF 84276,
NF 84277 ,NF 84278,NF 84279,NF 84280 E OUTRAS.
Processo 019.4975.2024.0079201-50.";"1960100032400084063";"2024.3.19.19601.436.5607.500106.5"
"1960100032400098619";"19601.0003.24.0009861-9";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"16/07/2024 00:00:00";"3705,00";"Sim";"";"Despesa com aquisição de LONGARINA, 2 lugares, conforme AFM nº 516/2024, NF 1343, processo 019.4975.2024.0049973-30.";"1960100032400046668";"2024.3.19.19601.436.5607.500106.5"
"1960100032400054433";"19601.0003.24.0005443-3";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"30/04/2024 00:00:00";"6345,60";"Sim";"";"Despesa com aquisição de MESA, de trabalho, conforme AFM nº 274/2024, NF nº 1272, processo 019.4975.2024.0035779-31.";"1960100032400023110";"2024.3.19.19601.436.5607.500106.5"
"1960100032400064765";"19601.0003.24.0006476-5";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"22/05/2024 00:00:00";"7410,00";"Sim";"";"Aquisição de longarina 02 lugares espaldar médio, sem braço na cor preta. Conforme AFM nº 00364/2024, NF 1296 - Processo nº
019.4975.2024.0035765-35.";"1960100032400032934";"2024.3.19.19601.436.5607.500106.5"
"1960100032400094941";"19601.0003.24.0009494-1";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"10/07/2024 00:00:00";"3705,00";"Sim";"";"Aquisição de longarina 02 lugares espaldar médio sem braço, estofado em vinil ou couro ecológico na cor preta. Conforme AFM nº
00489/2024, NF 1339 - Processo nº 019.4975.2024.0049939-38.";"1960100032400043601";"2024.3.19.19601.436.5607.500106.5"
"1960100032400121793";"19601.0003.24.0012179-3";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"28/08/2024 00:00:00";"4725,00";"Sim";"";"Despesa com aquisição de LONGARINA, 3 lugares, conforme AFM nº 19.004.00627/2024, NF 1390,processo 019.4975.2024.0035771-83";"1960100032400057864";"2024.3.19.19601.436.5607.500106.5"
"1960100032400071184";"19601.0003.24.0007118-4";"MOVEIS ANDRADDE INDUST.E COM.DE MOVEIS HOSP.LTDA";"03/06/2024 00:00:00";"11300,00";"Sim";"";"Aquisição de cama de parto PPP, utilizada como cama hospitalar pré-parto. Conforme AFM nº 00154/2024, NF 006.706 e 006.707 -
Processo nº 019.4975.2024.0021311-22.";"1960100032400011988";"2024.3.19.19601.436.5607.500106.5"
"1960100032400179546";"19601.0003.24.0017954-6";"H STRATTNER E CIA LTDA";"04/12/2024 00:00:00";"31239,59";"Sim";"";"Aquisição de SELADORA, para embalagem medica de papel grau cirurgico e tyvek, AFM 19.004.00617/2024- NFS: 202366 E 202769,
Processo sei 019.4975.2024.0102722-36.";"1960100032400056051";"2024.3.19.19601.436.5607.500106.5"
"1960100032400098848";"19601.0003.24.0009884-8";"STOKMETAL COMERCIO DE MOVEIS LTDA";"16/07/2024 00:00:00";"720,00";"Sim";"";"Aquisição de berço de uso hospitalar, conforme AFM nº: 19.004.00137/2024, NF 9415, proc SEI nº: 019.4975.2024.0020900-01";"1960100032400011031";"2024.3.19.19601.436.5607.500106.5"
"1960100031800049811";"19601.0003.18.0004981-1";"ALDITEC COMERCIO E SERVICOS LTDA";"15/06/2018 00:00:00";"17320,59";"Sim";"";"PROC. 180117834 NF 2663 REFRIG. FRIGOBAR AFM 360/18";"1960100031800012124";"2018.3.19.19601.200.5607.500090.5"
"1960100031800057921";"19601.0003.18.0005792-1";"BAHIA SECRETARIA DA FAZENDA";"05/07/2018 00:00:00";"1895,99";"Sim";"";"Proc. 180117680 NF 9381 Condicionador de ar Afm 496/17";"1960100031800021905";"2018.3.19.19601.200.5607.500090.5"
"1960100031900040140";"19601.0003.19.0004014-0";"BAHIA SECRETARIA DA FAZENDA";"26/06/2019 00:00:00";"82695,65";"Sim";"";"Aquisição de auto clave conforme AFM 1143/2018, Processo 019.4975.2018.0025080-41 - NF 1640.";"1960100031800077811";"2018.3.19.19601.200.5607.500090.5"
"1960100031800049455";"19601.0003.18.0004945-5";"Marca Medica Comercio e Serviçosltda";"15/06/2018 00:00:00";"31179,12";"Sim";"";"Processo 180118512 nf 6616 Compra de Dermatoscopio através de emendas impositivas";"1960100031800013181";"2018.3.19.19601.200.5607.500090.5"
"1960100031800057989";"19601.0003.18.0005798-9";"PPS Produtos Para Saúde Ltda - EPP";"05/07/2018 00:00:00";"3219,84";"Sim";"";"proc.118571/18 NEBULIZADOR AFM 356/18 NF 4411/18";"1960100031800010393";"2018.3.19.19601.200.5607.500090.5"
"1960100031800065957";"19601.0003.18.0006595-7";"PPS Produtos Para Saúde Ltda - EPP";"25/07/2018 00:00:00";"35759,76";"Sim";"";"Proc 118580/18, NF 4688, aquisição de otoscópio utilizando recursos das Emendas Impositivas, AFM 519/18.";"1960100031800025536";"2018.3.19.19601.200.5607.500090.5"
